grupo_id,nombre,cantidad_sugerida,unidad,peso_bruto_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hidratos_carbono_g,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,colesterol_mg,azucar_g,fibra_g,vitamina_a_mg_re,acido_ascorbico_mg,acido_folico_mg,calcio_mg,hierro_mg,potasio_mg,sodio_mg,fosforo_mg,etanol_g,indice_glucemico,carga_glucemica,contiene_gluten
9,Galleta salada molida,2.5,cda,15,15,65,1.3,2.0,10.5,1.2,0.8,0.1,19.5,,0.0,,,1.1,7.4,0.2,18.0,165.0,,0.0,,,TRUE
9,Galletas de avena pasas,1.5,pieza,15,15,61,1.3,2.0,9.5,,,,,4.7,1.3,,,,,,,57.0,,0.0,,,TRUE
9,Galletas de maíz horneadas sin grasa (Salmas),3,pieza,18,18,64,1.4,0.6,13.0,0.1,0.1,0.4,0.0,,1.4,,,,,,,67.9,,0.0,,,TRUE
9,Galletas Marías,5,pieza,19,19,69,1.3,1.3,13.8,0.0,0.0,0.0,0.0,11.3,0.1,31.3,,6.3,,0.5,,110.6,,0.0,,,TRUE
9,Galletas Marías azucaradas,4,pieza,16,16,63,1.0,1.5,11.5,0.0,0.0,0.0,0.0,3.5,0.1,250.0,,32.8,,2.2,,98.0,,0.0,,,TRUE
9,Gluten de trigo,3,cda,18,18,68,7.5,0.3,8.5,0.0,0.0,0.0,0.0,,0.0,,,,7.2,,10.8,0.4,25.2,0.0,,,TRUE
9,Granola baja en grasa,3,cda,18,18,70,1.5,1.1,14.4,0.2,0.2,0.7,0.0,4.4,1.1,,0.7,36.7,7.0,0.7,44.8,44.1,36.7,0.0,,,TRUE
9,Granola con fruta seca baja en grasas,3,cda,18,18,69,1.3,0.8,14.4,0.0,0.3,0.2,0.0,6.2,1.0,,,,6.5,0.5,49.1,68.7,49.1,0.0,,,TRUE
9,Granola Quaker Sabor Pasas y Miel,2/3,taza,20,20,76,1.9,2.0,12.4,0.2,1.1,0.5,0.0,4.9,1.9,,,,,,,3.4,,0.0,,,TRUE
9,Habaneras arándano ciruela,2,pieza,18,18,71,1.3,2.2,11.5,1.1,0.8,0.3,0.0,2.2,1.5,,,,,,,83.3,,0.0,,,TRUE
9,Habaneras Bran Trigo Entero,2,pieza,18,18,72,1.7,2.4,11.0,,,,,0.8,1.6,,,,,,,90.0,,0.0,,,TRUE
9,Habaneras Bran Trigo Entero,4,galletas,18,18,72,1.7,2.4,11.0,,,,,0.8,1.6,,,,,,,90.0,,0.0,,,TRUE
9,Habaneras clásicas,4,galletas,18,18,74,1.6,1.4,13.8,0.7,0.4,0.3,0.0,0.1,0.7,,,39.8,,1.7,,129.2,,0.0,,,TRUE
9,Habaneras clásicas,4,pieza,18,18,74,1.6,1.4,13.8,0.7,0.4,0.3,0.0,0.1,0.7,,,39.8,,1.7,,129.2,,0.0,,,TRUE
9,Habaneras integrales,4,galletas,18,18,69,1.9,1.6,11.9,,,,,0.3,1.5,,,,,1.7,,83.7,,0.0,,,TRUE
9,Habaneras integrales,4,pieza,18,18,69,1.9,1.6,11.9,,,,,0.3,1.5,,,,,1.7,,83.7,,0.0,,,TRUE
9,Harina,2.5,cda,20,20,73,2.1,0.2,15.3,0.0,0.0,0.1,0.0,0.3,0.5,,,5.3,3.0,0.9,21.4,0.5,21.6,0.0,,,TRUE
9,Harina blanca,21/2,cda,20,20,73,2.1,0.2,15.3,0.0,0.0,0.1,0.0,0.3,0.5,,,5.3,3.0,0.9,21.4,0.5,21.6,0.0,,,TRUE
9,Harina blanca refinada,20,gramos,20,20,73,2.1,0.2,15.3,0.0,0.0,0.1,0.0,0.3,0.5,,,5.3,3.0,0.9,21.4,0.5,21.6,0.0,,,TRUE
9,Harina de alforfón,21/2,cda,20,20,67,2.5,0.6,14.1,0.1,0.2,0.2,0.0,0.5,2.0,,,,,,,7.0,,0.0,,,TRUE
9,Harina de amaranto,2,cda,19,19,68,2.7,1.0,11.9,0.0,0.0,0.0,0.0,,1.3,,,,,,,0.2,,0.0,66.0,13.0,TRUE
9,Harina de arroz,2,cda,20,20,72,1.4,0.6,15.1,0.1,0.2,0.2,0.0,0.2,0.9,,,3.1,2.1,0.4,57.1,1.6,66.5,0.0,,,TRUE
9,Harina de arroz refinada,2,cda,20,20,75,1.2,0.3,16.3,0.1,0.1,0.1,0.0,,0.5,,,0.9,2.0,0.1,15.5,,20.0,0.0,,,TRUE
9,Harina de avena,2,cda,16,16,65,2.3,1.5,10.5,0.3,0.5,0.5,0.0,0.1,1.0,,,,8.8,0.6,,3.0,,0.0,,,TRUE
9,Harina de cebada,2,cda,18,18,62,2.2,0.3,10.9,0.0,0.0,0.0,0.0,,2.2,,,,,,,0.4,,0.0,,,TRUE
9,Harina de cebada,21/2,cda,20,20,69,2.1,0.3,14.9,0.1,0.0,0.1,0.0,0.2,2.0,,,,,,,2.2,,0.0,,,TRUE
9,Harina de centeno,2,cda,18,18,63,2.1,0.3,13.6,0.0,0.0,0.0,0.0,,0.2,,,,4.9,0.5,36.8,0.2,,0.0,,,TRUE
9,Harina de centeno integral,2.5,cda,20,20,65,2.8,0.5,13.8,0.1,0.1,0.2,0.0,,4.5,,,12.0,11.3,1.3,145.9,0.2,126.4,0.0,,,TRUE
9,Harina de maíz,2.5,cda,18,18,65,1.7,0.7,13.6,0.1,0.2,0.3,0.0,,1.7,,,4.2,25.2,1.3,53.1,0.9,39.7,0.0,,,TRUE
9,Harina de maíz nixtamalizada,21/2,cda,18,18,65,1.7,0.7,13.6,0.1,0.2,0.3,0.0,,1.7,,,4.2,25.2,1.3,53.1,0.9,39.7,0.0,,,TRUE
9,Harina de maíz para atole,2,cda,15,15,60,1.2,0.8,11.8,0.1,0.2,0.4,0.0,,0.2,0.2,,,5.3,0.4,,,,0.0,,,TRUE
9,Harina de maíz para tamales,2,cda,14,14,62,1.4,0.7,12.7,0.1,0.2,0.3,0.0,,0.1,,,,19.4,0.5,,0.1,,0.0,,,TRUE
9,Harina de malta,2,cda,18,18,65,1.9,0.3,14.1,0.1,0.0,0.2,0.0,0.1,1.3,0.2,0.1,,6.7,0.8,,2.0,,0.0,,,TRUE
9,Harina de papa,2,cda,19,19,66,1.5,0.1,15.0,0.0,0.0,0.1,0.0,,1.1,,3.5,9.6,6.3,3.2,297.7,6.5,33.3,0.0,,,TRUE
9,Harina de quinoa,3,cda,24,24,86,3.4,0.9,16.3,0.0,0.0,0.0,0.0,0.9,2.6,,,,7.7,0.9,,,,0.0,,,TRUE
9,Harina de tapioca,2.5,cda,20,20,73,0.0,0.0,18.0,0.0,0.0,0.0,0.0,,0.0,,,,4.7,,,,,0.0,,,TRUE
9,Harina de trigo,2.5,cda,20,20,71,2.0,0.2,14.9,0.0,0.0,0.1,0.0,0.3,0.5,,,5.2,3.0,0.9,20.9,0.5,21.1,0.0,41.0,8.0,TRUE
9,Harina de trigo integral,2.5,cda,19,19,64,2.6,0.3,13.6,0.1,0.0,0.1,0.0,0.4,2.3,,,8.3,6.4,0.7,75.9,0.9,64.8,0.0,30.0,6.0,TRUE
9,Harina de trigo para panificación,2,cda,17,17,62,2.1,0.3,12.4,0.0,0.0,0.1,0.0,,0.4,,,5.0,2.6,0.8,17.1,0.4,16.6,0.0,,,TRUE
9,Harina de trigo para pastelería,2.5,cda,17,17,62,1.4,0.1,13.3,0.0,0.0,0.1,0.0,,0.3,,,3.3,2.3,1.2,17.8,0.3,14.5,0.0,,,TRUE
9,Harina integral,2.5,cda,19,19,64,2.6,0.3,13.6,0.1,0.0,0.1,0.0,0.4,2.3,,,8.3,6.4,0.7,75.9,0.9,64.8,0.0,,,TRUE
9,Harina integral de centeno,2.5,cda,20,20,65,2.8,0.5,13.8,0.1,0.1,0.2,0.0,,4.5,,,12.0,11.3,1.3,145.9,0.2,126.4,0.0,,,TRUE
9,Harina integral de trigo,2.5,cda,19,19,64,2.6,0.3,13.6,0.1,0.0,0.1,0.0,0.4,2.3,,,8.3,6.4,0.7,75.9,0.9,64.8,0.0,,,TRUE
9,Harina Kamut,2,cda,18,18,68,2.7,0.5,13.1,0.0,0.0,0.0,0.0,,1.8,,,,,,,,,0.0,,,TRUE
9,Harina nixtamalizada,2.5,cda,18,18,67,1.3,0.8,13.8,0.0,0.2,0.2,0.0,,1.7,0.2,,,24.9,0.7,,0.2,,0.0,,,TRUE
9,Harina para brownies,1.5,cda,13,13,60,0.7,2.3,9.0,0.5,0.7,1.2,6.7,6.3,0.0,,,,,0.2,36.6,36.6,,0.0,,,TRUE
9,Harina para brownies baja en grasas,2,cda,18,18,61,0.9,1.2,12.6,0.2,0.2,0.2,0.0,8.4,0.5,,,,,0.5,51.4,56.1,,0.0,,,TRUE
9,Harina para hot cakes,2,cda,18,18,61,1.7,0.2,13.3,0.0,0.0,0.1,0.0,1.9,0.5,,,1.5,6.0,0.8,18.5,243.6,122.4,0.0,,,TRUE
9,Harina para repostería,2,cda,16,16,60,1.7,0.2,12.6,0.0,0.0,0.0,0.0,,0.1,,,,5.0,,14.8,0.3,,0.0,,,TRUE
9,Harina para tamales,2,cda,14,14,62,1.4,0.7,12.7,0.1,0.2,0.3,0.0,,0.1,,,,19.4,0.5,,0.1,,0.0,,,TRUE
9,Hilos de trigo entrelazados con miel maple y azúcar,9,pieza,20,20,69,1.6,0.3,16.0,0.1,0.0,0.2,0.0,4.7,1.9,94.3,,,6.4,6.1,,0.4,,0.0,,,TRUE
9,Hojuelas de 7 fibras,1/3,taza,20,20,70,2.8,0.3,15.4,0.1,0.1,0.1,0.0,0.4,2.8,,0.7,,13.9,0.5,,10.6,,0.0,,,TRUE
9,Hojuelas de arroz,1/2,taza,16,16,55,3.2,0.2,11.2,0.0,0.0,0.1,0.0,1.5,0.5,,7.5,50.0,2.5,4.1,27.0,125.0,30.0,0.0,,,TRUE
9,Hojuelas de avena,1/3,taza,26,26,65,4.6,1.9,17.5,0.3,0.6,0.8,0.0,,4.1,,,13.6,15.3,1.4,149.0,0.9,194.2,0.0,,,TRUE
9,Hojuelas de avena con maple,1/3,taza,26,26,65,4.6,1.9,17.5,0.3,0.6,0.8,0.0,,4.1,,,13.6,15.3,1.4,149.0,0.9,194.2,0.0,,,TRUE
9,Hojuelas de avena endulzadas con miel y almendras,1/3,taza,14,14,59,1.1,1.2,11.3,0.1,,,0.0,3.0,0.7,64.0,,,5.1,3.8,,87.3,,0.0,,,TRUE
9,"Hojuelas de avena instantáneas con pasas, dátiles y nueces. Preparado",1/4,taza,61,61,71,1.7,1.1,14.3,0.2,0.3,0.4,0.0,,1.3,303.8,,,56.6,2.1,,125.7,,0.0,,,TRUE
9,Hojuelas de avena instantáneas con pasas y especias. Preparado,1/4,taza,62,62,62,1.3,0.7,12.5,0.1,0.2,0.2,0.0,6.0,1.0,,,,42.9,1.5,,93.0,,0.0,,,TRUE
9,Hojuelas de avena instanteaneas con miel maple y azúcar morena. Preparado,1/4,taza,59,59,60,1.4,0.8,11.8,0.1,0.3,0.2,0.0,4.8,1.1,1700.0,,,40.9,1.4,,95.9,,0.0,,,TRUE
9,"Hojuelas de avena, fruta seca y nueces",1/4,taza,21,21,72,2.1,1.1,16.5,0.2,0.5,0.3,0.0,6.6,1.6,157.7,,,,1.9,,49.0,,0.0,,,TRUE
9,Hojuelas de cereales con fruta seca,1/3,taza,18,18,70,1.3,1.0,14.0,0.0,0.3,0.3,0.0,,1.0,,5.0,33.3,83.3,1.5,56.7,110.0,83.3,0.0,,,TRUE
9,Hojuelas de cereales con frutas secas,1/3,taza,18,18,70,1.3,1.0,14.0,0.0,0.3,0.3,0.0,,1.0,,5.0,33.3,83.3,1.5,56.7,110.0,83.3,0.0,,,TRUE
9,Hojuelas de maíz,3/4,taza,19,19,67,1.4,0.1,15.8,0.0,0.0,0.0,0.0,1.8,0.6,334.9,3.9,109.3,1.3,5.4,31.5,136.7,19.1,0.0,81.0,15.0,TRUE
9,Hojuelas de maíz azucaradas,1/3,taza,13,13,52,0.7,0.1,12.0,0.0,0.0,0.0,0.0,4.9,0.3,156.6,8.1,106.5,,1.9,8.7,75.6,4.5,0.0,,,TRUE
9,Hojuelas de maíz y trigo con fruta y nueces,1/3,taza,18,18,70,1.3,1.0,14.0,0.0,0.3,0.3,0.0,,1.0,,5.0,33.3,83.3,1.5,56.7,110.0,83.3,0.0,,,TRUE
9,Hojuelas de papa para puré,20,gramos,20,20,71,1.7,0.1,16.2,0.0,0.0,0.0,0.0,0.7,1.3,,,9.2,5.4,0.2,210.6,20.8,,0.0,,,TRUE
9,Hojuelas de salvado,1/3,taza,21,21,67,1.8,0.5,16.0,0.1,0.1,0.1,0.0,6.2,2.3,149.9,,,9.8,2.6,,119.7,,0.0,,,TRUE
9,Hojuelas de salvado con pasas,1/3,taza,19,19,66,1.1,0.4,15.8,0.1,0.1,0.1,0.0,7.0,1.4,87.0,0.4,,6.7,1.6,,73.2,,0.0,,,TRUE
9,Hojuelas de trigo,1/2,taza,18,18,59,1.8,0.3,14.1,0.0,0.0,0.0,0.0,,0.3,,,,7.2,0.8,,180.6,,0.0,,,TRUE
9,Hojuelas de trigo con miel,1/2,taza,18,18,62,1.6,0.4,14.3,0.1,0.1,0.1,0.0,,1.9,231.9,9.4,11.9,8.1,2.8,75.0,101.3,66.3,0.0,,,TRUE
9,Hojuelas de trigo integral,1/2,taza,16,16,59,3.5,0.3,11.0,0.1,0.2,0.1,0.0,2.0,0.4,,10.5,,4.5,4.2,,112.0,,0.0,,,TRUE
9,Hojuelas de trigo integral con frutos rojos,1/2,taza,16,16,57,1.9,0.2,12.5,0.1,0.1,0.1,0.0,5.0,0.5,,10.5,,9.5,4.1,,110.0,,0.0,,,TRUE
9,Hojuelas de trigo integra con chispas de yoghurt,1/2,taza,19,19,64,2.1,1.0,14.7,0.6,0.1,0.3,0.0,2.4,3.4,19.9,2.0,,12.0,1.5,,78.3,,0.0,,,TRUE
9,Hojuelas de trigo integral con fibra extra,1/2,taza,26,26,50,3.8,1.2,26.0,0.3,0.3,0.8,0.0,1.3,16.9,123.9,7.8,,1404.0,60.8,,1612.0,,0.0,,,TRUE
9,Hojuelas de trigo integral con frutas y yoghurt,1/3,taza,15,15,57,1.0,0.4,11.6,0.2,0.0,0.2,0.0,6.0,0.4,,7.0,,3.3,2.1,,63.9,,0.0,,,TRUE
9,Hojuelas de trigo negro,1/3,taza,59,59,54,2.0,0.4,11.7,0.1,0.1,0.1,0.0,0.5,1.6,,,,4.2,0.5,,2.5,,0.0,,,TRUE
9,"Hojuelas fortificadas de trigo entero, almendras, nueces y miel",1/4,taza,15,15,58,1.5,1.3,11.4,0.4,0.5,0.3,0.0,3.3,1.3,,,24.9,39.9,1.7,,75.5,50.0,0.0,,,TRUE
9,Hojuelasde avena instantáneas con manzana y canela,1/3,taza,79,79,69,1.4,0.8,14.0,0.1,0.3,0.2,0.0,6.4,1.4,414.1,,,58.1,2.0,,87.2,,0.0,,,TRUE
9,Hot cake,3/4,pieza,38,38,69,2.5,2.3,9.7,0.7,0.7,0.8,21.7,,0.0,20.7,,4.9,81.9,0.7,49.3,164.8,59.2,0.0,67.0,25.0,TRUE
9,Kamut (trigo de Jorasán) cocido,1/3,taza,54,54,72,3.1,0.5,15.0,0.0,0.0,0.1,0.0,1.7,2.3,2.2,,,4.9,1.0,,4.3,,0.0,,,TRUE
9,Lasagna cruda,20,gramos,20,20,68,1.9,0.1,14.6,0.0,0.0,0.0,0.0,,0.4,,,5.0,5.2,0.4,39.4,0.4,,0.0,,,TRUE
9,Lasaña cruda,20,gramos,20,20,68,1.9,0.1,14.6,0.0,0.0,0.0,0.0,,0.4,,,5.0,5.2,0.4,39.4,0.4,,0.0,,,TRUE
9,Linaza,4,cda,48,48,256,8.8,20.2,13.9,1.8,3.6,13.8,0.0,0.7,13.1,,0.3,,122.4,2.8,,14.4,,0.0,,,TRUE
9,Maca,2,cda,18,18,64,2.3,0.2,13.2,0.0,0.0,0.0,0.0,,1.2,,0.5,,85.5,2.0,,1.4,,0.0,,,TRUE
9,Macarrón cocido,1/3,taza,47,47,58,2.5,0.3,12.4,0.0,0.0,0.1,0.0,,1.3,,,2.3,7.0,0.5,20.7,1.3,41.7,0.0,,,TRUE
9,Macarrón crudo,20,gramos,20,20,68,1.9,0.1,14.6,0.0,0.0,0.0,0.0,,0.4,,,5.0,5.2,0.4,39.4,0.4,,0.0,,,TRUE
9,Macarrón integral cocido,1/3,taza,47,47,58,2.5,0.3,12.4,0.0,0.0,0.1,0.0,,1.3,,,2.3,7.0,0.5,20.7,1.3,41.7,0.0,,,TRUE
9,Maicena,2,cda,16,16,60,0.0,0.0,14.4,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,,,TRUE
9,Maicena de sabor,2,cda,16,16,60,0.0,0.0,14.4,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,,,TRUE
9,Maíz,20,gramos,20,18,67,2.2,0.9,13.0,0.1,0.2,0.5,0.0,,2.2,,,,1.5,0.4,52.3,0.2,,0.0,,,TRUE
9,Maíz amarillo,20,gramos,20,18,67,2.2,0.9,13.0,0.1,0.2,0.5,0.0,,2.2,,,,1.5,0.4,52.3,0.2,,0.0,53.0,10.0,TRUE
9,Maíz amarillo cocido,20,gramos,20,18,67,2.2,0.9,13.0,0.1,0.2,0.5,0.0,,2.2,,,,1.5,0.4,52.3,0.2,,0.0,,,TRUE
9,Maíz azul,20,gramos,20,18,67,1.5,0.8,13.7,0.1,0.2,0.4,0.0,,2.2,0.9,,,29.3,0.5,52.3,0.2,,0.0,,,TRUE
9,Maíz blanco,20,gramos,20,18,67,2.2,0.9,13.0,0.1,0.2,0.5,0.0,,2.2,,,,1.5,0.4,52.3,0.2,,0.0,,,TRUE
9,Maíz blanco cocido,25,gramos,25,19,68,2.2,0.9,13.3,0.1,0.2,0.5,0.0,,2.3,,,,1.5,0.4,53.3,0.2,,0.0,59.0,11.0,TRUE
9,Maíz cacahuacintle,20,gramos,20,18,67,2.2,0.9,13.0,0.1,0.2,0.5,0.0,,2.2,,,,1.5,0.4,52.3,0.2,,0.0,,,TRUE
9,Maíz cacahuazintle,20,gramos,20,18,67,2.2,0.9,13.0,0.1,0.2,0.5,0.0,,2.2,,,,1.5,0.4,52.3,0.2,,0.0,,,TRUE
9,Maíz palomero,20,gramos,20,20,73,2.4,0.9,14.2,0.1,0.3,0.5,0.0,,2.4,1.8,,,3.4,0.4,56.8,0.2,,0.0,,,TRUE
9,Maíz pozolera,1/3,taza,54,54,58,1.8,0.7,13.6,0.1,0.2,0.3,0.0,,1.5,,3.4,,1.1,0.3,134.8,9.2,55.7,0.0,,,TRUE
9,Malzena,2,cda,16,16,60,0.0,0.0,14.4,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,,,TRUE
9,Maizena,2,cda,16,16,60,0.0,0.0,14.4,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,,,TRUE
9,Malanga,70,gramos,70,60,67,0.9,0.1,15.9,0.0,0.0,0.0,0.0,,2.5,,2.7,13.2,25.9,0.3,355.8,6.6,50.6,0.0,,,TRUE
9,Marías,5,pieza,19,19,75,1.4,1.4,14.3,0.7,0.4,0.3,0.0,4.8,0.4,63.9,,26.1,33.8,1.1,,112.5,,0.0,,,TRUE
9,Marías Cerealé fresa,1.5,pieza,15,15,66,1.1,2.1,10.7,0.7,1.1,0.3,0.0,3.5,1.4,,,,,,,63.8,,0.0,,,TRUE
9,Marinela Sponch,1,pieza,20,20,80,1.3,1.3,14.7,0.7,0.7,0.0,0.0,8.0,0.0,,,,,,,26.7,,0.0,,,TRUE
9,Masa de maiz,45,gramos,45,45,69,1.6,0.9,14.3,0.1,0.2,0.5,0.0,,1.5,,,,31.5,0.7,,,,0.0,,,TRUE
9,Masa de maiz amarillo,35,gramos,35,35,66,1.5,0.8,13.5,0.1,0.2,0.4,0.0,,1.2,2.1,,,30.8,0.6,,,,0.0,,,TRUE
9,Masa de maiz blanco,45,gramos,45,45,69,1.6,0.9,14.3,0.1,0.2,0.5,0.0,,1.5,,,,31.5,0.7,,,,0.0,,,TRUE
9,Masa para pizza,3,cda,27,27,70,2.7,0.8,13.5,0.0,0.0,0.0,0.0,1.1,0.5,,,,,1.0,,156.6,,0.0,,,TRUE
9,Masa para tortillas,45,gramos,45,45,69,1.6,0.9,14.3,0.1,0.2,0.5,0.0,,1.5,,,,31.5,0.7,,,,0.0,,,TRUE
9,Masa Yucatán,40,gramos,40,40,69,1.8,0.5,14.6,0.1,0.2,0.3,0.0,,1.4,,,,36.0,0.8,,,,0.0,,,TRUE
9,Media Noche,1/2,pieza,22,22,55,2.0,1.0,10.5,0.0,0.0,0.0,0.0,1.5,0.5,,,,10.0,0.5,,105.0,,0.0,,,TRUE
9,Media Noche con ajonjolí,1/2,pieza,22,22,55,2.0,1.0,10.5,0.0,0.0,0.0,0.0,1.5,0.5,,,,10.0,0.5,,105.0,,0.0,,,TRUE
9,Mijo cocido,1/3,taza,57,57,68,2.0,0.6,13.6,0.1,0.1,0.3,0.0,0.1,0.8,,,,1.6,0.4,,1.0,,0.0,,,TRUE
9,Mijo crudo,15,gramos,15,15,57,1.7,0.6,10.9,0.1,0.1,0.3,0.0,,1.3,,,,1.2,0.5,,0.8,,0.0,,,TRUE
9,Mini chapata,1,pieza,35,35,88,3.1,0.0,18.1,0.0,0.0,0.0,0.0,0.6,0.6,,,,37.5,1.1,,218.8,,0.0,,,TRUE
9,Mueslix con manzana y almendra,1/4,taza,18,18,68,1.7,1.6,13.2,0.0,0.0,0.0,0.0,3.0,1.5,,,,11.1,1.5,67.3,87.1,50.2,0.0,,,TRUE
9,Nixtamal,45,gramos,45,45,69,1.6,0.9,14.3,0.1,0.2,0.5,0.0,,1.5,,,,31.5,0.7,,,,0.0,,,TRUE
9,Nutrigrain de fresa,1/2,pieza,19,19,69,1.0,1.5,13.0,0.7,0.0,0.0,0.0,6.5,0.5,,,,,,,30.0,,0.0,,,TRUE
9,Nutrigrain sabor fresa,1/2,pieza,19,19,69,1.0,1.5,13.0,0.7,0.0,0.0,0.0,6.5,0.5,,,,,,,30.0,,0.0,,,TRUE
9,Nutritas variedad de sabores,1/2,bolsita,17,17,67,1.4,1.4,12.3,,,,,0.5,0.5,,,,,,,99.0,,0.0,,,TRUE
9,Ñame,100,gramos,100,86,66,1.9,0.1,15.1,0.0,0.0,0.0,0.0,,0.4,,7.7,19.8,11.2,0.4,701.8,7.7,,0.0,,,TRUE
9,Oblea,4,pieza,16,16,68,1.7,0.1,13.5,0.0,0.0,0.0,0.0,2.0,0.7,,,,,,,46.2,,0.0,,,TRUE
9,Obleas con pepita,3,pieza,21,21,84,2.1,1.2,16.4,0.0,0.0,0.0,0.0,,0.2,,,,8.5,1.1,,17.1,,0.0,,,TRUE
9,Palanqueta de amaranto,1/2,pieza,20,20,72,3.2,1.7,16.6,,,,,11.2,0.6,,,,,,,,,0.0,,,TRUE
9,Palanqueta de amaranto con pasas,1/3,pieza,13,13,52,1.0,,11.2,,,,,,,,,,,,,,,0.0,,,TRUE
9,Palitos de pan,3,pieza,18,18,74,2.2,1.7,12.3,0.3,0.6,0.6,0.0,,0.5,,,5.4,3.6,0.8,22.5,117.9,21.6,0.0,,,TRUE
9,Palomitas,2.5,taza,18,18,70,3.5,0.0,14.0,0.0,0.0,0.0,0.0,,3.5,,,,,,35.0,140.0,,0.0,55.0,10.0,TRUE
9,Palomitas acarameladas,1/2,taza,18,18,76,0.7,2.3,13.9,0.7,0.5,0.8,1.0,6.9,0.9,2.0,,0.5,7.5,0.3,19.0,36.0,14.5,0.0,,,TRUE
9,Palomitas acarameladas sin grasa,3/4,taza,19,19,69,1.7,0.0,10.0,0.0,0.0,0.0,0.0,0.6,0.0,,,,,,,131.3,,0.0,,,TRUE
9,Palomitas fat free,2.5,taza,18,18,70,3.5,0.0,14.0,0.0,0.0,0.0,0.0,,3.5,,,,,,35.0,140.0,,0.0,,,TRUE
9,Palomitas naturales,2.5,taza,18,18,70,3.5,0.0,14.0,0.0,0.0,0.0,0.0,,3.5,,,,,,35.0,140.0,,0.0,,,TRUE
9,Palomitas sin grasa,2.5,taza,18,18,70,3.5,0.0,14.0,0.0,0.0,0.0,0.0,,3.5,,,,,,35.0,140.0,,0.0,,,TRUE
9,Pambazo,1/2,pieza,25,25,67,2.5,1.0,12.5,0.2,0.0,0.0,0.0,1.0,1.5,,,,10.5,0.3,28.0,142.3,31.8,0.0,,,TRUE
9,Pan 5 granos,1,rebanada,25,25,62,2.4,2.1,9.6,0.0,0.0,0.0,0.0,,1.6,,,,,,,83.0,,0.0,,,TRUE
9,Pan 7 granos,1,rebanada,26,26,65,2.6,1.0,12.1,0.2,0.4,0.2,0.0,,1.7,,,12.0,24.0,0.9,53.0,127.0,46.0,0.0,55.0,14.0,TRUE
9,Pan ácimo,1/3,pieza,20,20,57,1.3,1.0,11.1,0.2,0.4,0.3,3.6,,0.5,9.9,,2.0,16.2,0.5,52.8,78.9,22.4,0.0,,,TRUE
9,Pan árabe,1/3,pieza,20,20,54,1.8,0.2,11.0,0.0,0.0,0.1,0.0,0.3,0.4,,,,17.0,0.5,23.8,106.1,19.2,0.0,,,TRUE
9,Pan árabe integral,1/3,pieza,21,21,56,2.1,0.6,11.6,0.1,0.1,0.2,0.0,,1.6,,,7.3,3.3,0.6,36.0,112.2,38.0,0.0,,,TRUE
9,Pan bagel dulce,1/3,pieza,23,23,64,2.3,0.4,12.9,0.1,0.0,0.2,0.0,,0.5,2.0,,5.0,4.3,0.9,35.6,75.6,18.2,0.0,,,TRUE
9,Pan bagel integral,1/3,pieza,23,23,60,2.5,0.3,12.5,0.0,0.0,0.0,0.0,,0.8,,,,,,,118.8,,0.0,,,TRUE
9,Pan bagel salado,1/3,pieza,23,23,64,2.5,0.4,12.5,0.1,0.0,0.2,0.0,,0.5,,,5.3,17.5,0.8,23.8,125.1,22.4,0.0,,,TRUE
9,Pan baguette,1/7,pieza,27,27,72,2.2,1.0,13.4,0.2,0.4,0.2,0.0,1.0,0.6,,,9.7,29.2,0.8,32.4,145.8,25.9,0.0,,,TRUE
9,Pan birote,1/3,pieza,22,22,67,2.1,0.0,14.1,0.0,0.0,0.0,0.0,,0.1,,,,9.1,0.3,24.3,123.3,27.5,0.0,,,TRUE
9,Pan blanco,1,rebanada,27,27,71,2.2,0.8,13.6,0.2,0.1,0.2,0.1,,0.5,,,27.8,101.3,1.1,32.4,149.9,25.9,0.0,70.0,19.0,TRUE
9,Pan cemita,1/3,pieza,23,23,66,2.0,0.5,12.7,0.1,0.2,0.1,0.6,2.1,0.4,,,,16.4,0.6,,100.7,,0.0,,,TRUE
9,Pan centeno,3/4,rebanada,24,24,62,2.0,0.8,11.6,0.2,0.3,0.2,0.0,,1.4,,,12.0,17.3,0.7,39.8,158.3,30.0,0.0,41.0,10.0,TRUE
9,Pan con salvado,3/4,rebanada,27,27,67,2.4,0.9,12.9,0.2,0.5,0.2,0.0,,1.1,,,6.8,20.3,0.8,61.5,131.3,50.3,0.0,,,TRUE
9,Pan de 5 granos,1,rebanada,25,25,62,2.4,2.1,9.6,0.0,0.0,0.0,0.0,,1.6,,,,,,,83.0,,0.0,,,TRUE
9,Pan de 7 granos,1,rebanada,26,26,65,2.6,1.0,12.1,0.2,0.4,0.2,0.0,,1.7,,,12.0,24.0,0.9,53.0,127.0,46.0,0.0,55.0,14.0,TRUE
9,Pan de avena,1,rebanada,30,30,71,3.1,1.3,11.9,0.2,0.5,0.5,0.0,,1.3,,,8.0,20.0,0.9,34.0,122.0,32.0,0.0,47.0,14.0,TRUE
